year,city,country,avg_temp
1954,Handan,China,13.05
1955,Handan,China,13.81
1956,Handan,China,12.69
1957,Handan,China,13.01
1958,Handan,China,13.67
1959,Handan,China,14.12
1960,Handan,China,13.95
1961,Handan,China,14.63
1962,Handan,China,13.77
1963,Handan,China,13.47
1964,Handan,China,13.01
1965,Handan,China,14.12
1966,Handan,China,14.03
1967,Handan,China,13.60
1968,Handan,China,13.91
1969,Handan,China,12.74
1970,Handan,China,13.31
1971,Handan,China,13.38
1972,Handan,China,13.28
1973,Handan,China,13.82
1974,Handan,China,13.51
1975,Handan,China,14.11
1976,Handan,China,13.13
1977,Handan,China,14.05
1978,Handan,China,14.24
1979,Handan,China,13.79
1980,Handan,China,13.40
1981,Handan,China,13.77
1982,Handan,China,14.10
1983,Handan,China,14.17
1984,Handan,China,13.03
1985,Handan,China,13.26
1986,Handan,China,13.73
1987,Handan,China,14.06
1988,Handan,China,13.91
1989,Handan,China,14.06
1990,Handan,China,14.12
1991,Handan,China,13.71
1992,Handan,China,13.87
1993,Handan,China,13.69
1994,Handan,China,14.71
1995,Handan,China,14.26
1996,Handan,China,13.79
1997,Handan,China,14.56
1998,Handan,China,15.09
1999,Handan,China,14.91
2000,Handan,China,14.30
2001,Handan,China,14.42
2002,Handan,China,14.89
2003,Handan,China,13.87
2004,Handan,China,14.65
2005,Handan,China,14.27
2006,Handan,China,15.02
2007,Handan,China,15.00
2008,Handan,China,14.47
2009,Handan,China,14.53
2010,Handan,China,14.31
2011,Handan,China,14.09
2012,Handan,China,14.19
2013,Handan,China,16.09
1841,Hangzhou,China,14.96
1842,Hangzhou,China,15.44
1843,Hangzhou,China,15.55
1844,Hangzhou,China,15.31
1845,Hangzhou,China,15.40
1846,Hangzhou,China,15.86
1847,Hangzhou,China,15.74
1848,Hangzhou,China,15.03
1849,Hangzhou,China,15.44
1850,Hangzhou,China,15.64
1851,Hangzhou,China,15.38
1852,Hangzhou,China,15.55
1853,Hangzhou,China,15.91
1854,Hangzhou,China,16.00
1855,Hangzhou,China,15.77
1856,Hangzhou,China,15.46
1857,Hangzhou,China,15.88
1858,Hangzhou,China,15.47
1859,Hangzhou,China,15.66
1860,Hangzhou,China,15.19
1861,Hangzhou,China,15.34
1862,Hangzhou,China,14.49
1863,Hangzhou,China,15.17
1864,Hangzhou,China,14.89
1865,Hangzhou,China,15.79
1866,Hangzhou,China,15.57
1867,Hangzhou,China,15.97
1868,Hangzhou,China,15.91
1869,Hangzhou,China,16.08
1870,Hangzhou,China,16.02
1871,Hangzhou,China,16.30
1872,Hangzhou,China,16.16
1873,Hangzhou,China,15.75
1874,Hangzhou,China,15.72
1875,Hangzhou,China,15.50
1876,Hangzhou,China,15.53
1877,Hangzhou,China,15.51
1878,Hangzhou,China,15.54
1879,Hangzhou,China,16.11
1880,Hangzhou,China,15.28
1881,Hangzhou,China,15.63
1882,Hangzhou,China,15.49
1883,Hangzhou,China,15.38
1884,Hangzhou,China,14.94
1885,Hangzhou,China,14.94
1886,Hangzhou,China,15.02
1887,Hangzhou,China,15.64
1888,Hangzhou,China,15.90
1889,Hangzhou,China,15.43
1890,Hangzhou,China,16.16
1891,Hangzhou,China,15.73
1892,Hangzhou,China,15.47
1893,Hangzhou,China,15.17
1894,Hangzhou,China,16.09
1895,Hangzhou,China,15.30
1896,Hangzhou,China,15.74
1897,Hangzhou,China,15.66
1898,Hangzhou,China,16.20
1899,Hangzhou,China,15.71
1900,Hangzhou,China,15.78
1901,Hangzhou,China,15.31
1902,Hangzhou,China,16.23
1903,Hangzhou,China,15.50
1904,Hangzhou,China,15.57
1905,Hangzhou,China,15.44
1906,Hangzhou,China,15.58
1907,Hangzhou,China,15.53
1908,Hangzhou,China,15.71
1909,Hangzhou,China,15.91
1910,Hangzhou,China,15.35
1911,Hangzhou,China,15.52
1912,Hangzhou,China,15.65
1913,Hangzhou,China,15.42
1914,Hangzhou,China,16.48
1915,Hangzhou,China,16.20
1916,Hangzhou,China,15.78
1917,Hangzhou,China,15.11
1918,Hangzhou,China,15.51
1919,Hangzhou,China,15.94
1920,Hangzhou,China,15.95
1921,Hangzhou,China,15.67
1922,Hangzhou,China,16.12
1923,Hangzhou,China,15.92
1924,Hangzhou,China,15.78
1925,Hangzhou,China,15.74
1926,Hangzhou,China,16.14
1927,Hangzhou,China,16.14
1928,Hangzhou,China,16.11
1929,Hangzhou,China,15.93
1930,Hangzhou,China,16.02
1931,Hangzhou,China,15.69
1932,Hangzhou,China,15.89
1933,Hangzhou,China,15.88
1934,Hangzhou,China,15.86
1935,Hangzhou,China,16.35
1936,Hangzhou,China,15.37
1937,Hangzhou,China,16.16
1938,Hangzhou,China,16.44
1939,Hangzhou,China,16.02
1940,Hangzhou,China,16.14
1941,Hangzhou,China,16.46
1942,Hangzhou,China,16.27
1943,Hangzhou,China,16.13
1944,Hangzhou,China,16.21
1945,Hangzhou,China,15.95
1946,Hangzhou,China,16.82
1947,Hangzhou,China,15.87
1948,Hangzhou,China,16.45
1949,Hangzhou,China,16.49
1950,Hangzhou,China,16.24
1951,Hangzhou,China,16.29
1952,Hangzhou,China,16.23
1953,Hangzhou,China,16.81
1954,Hangzhou,China,15.93
1955,Hangzhou,China,16.02
1956,Hangzhou,China,15.77
1957,Hangzhou,China,15.80
1958,Hangzhou,China,16.10
1959,Hangzhou,China,16.44
1960,Hangzhou,China,16.52
1961,Hangzhou,China,16.90
1962,Hangzhou,China,16.04
1963,Hangzhou,China,16.49
1964,Hangzhou,China,16.52
1965,Hangzhou,China,16.04
1966,Hangzhou,China,16.55
1967,Hangzhou,China,16.14
1968,Hangzhou,China,16.19
1969,Hangzhou,China,15.79
1970,Hangzhou,China,15.85
1971,Hangzhou,China,16.25
1972,Hangzhou,China,15.86
1973,Hangzhou,China,16.24
1974,Hangzhou,China,15.96
1975,Hangzhou,China,16.29
1976,Hangzhou,China,15.69
1977,Hangzhou,China,16.16
1978,Hangzhou,China,16.49
1979,Hangzhou,China,16.59
1980,Hangzhou,China,15.69
1981,Hangzhou,China,15.75
1982,Hangzhou,China,16.08
1983,Hangzhou,China,16.20
1984,Hangzhou,China,15.64
1985,Hangzhou,China,16.08
1986,Hangzhou,China,16.04
1987,Hangzhou,China,16.29
1988,Hangzhou,China,16.09
1989,Hangzhou,China,16.28
1990,Hangzhou,China,17.16
1991,Hangzhou,China,16.39
1992,Hangzhou,China,16.20
1993,Hangzhou,China,16.16
1994,Hangzhou,China,17.23
1995,Hangzhou,China,16.25
1996,Hangzhou,China,16.27
1997,Hangzhou,China,16.68
1998,Hangzhou,China,17.55
1999,Hangzhou,China,16.70
2000,Hangzhou,China,16.74
2001,Hangzhou,China,16.83
2002,Hangzhou,China,17.17
2003,Hangzhou,China,16.99
2004,Hangzhou,China,17.14
2005,Hangzhou,China,16.73
2006,Hangzhou,China,17.42
2007,Hangzhou,China,17.59
2008,Hangzhou,China,16.82
2009,Hangzhou,China,17.06
2010,Hangzhou,China,16.69
2011,Hangzhou,China,16.52
2012,Hangzhou,China,16.40
2013,Hangzhou,China,18.00
1820,Harbin,China,2.17
1821,Harbin,China,3.33
1822,Harbin,China,3.33
1823,Harbin,China,2.79
1824,Harbin,China,3.79
1825,Harbin,China,3.56
1826,Harbin,China,3.48
1827,Harbin,China,4.03
1828,Harbin,China,3.25
1829,Harbin,China,3.11
1830,Harbin,China,3.39
1831,Harbin,China,2.34
1832,Harbin,China,2.54
1833,Harbin,China,2.93
1834,Harbin,China,3.45
1835,Harbin,China,2.51
1836,Harbin,China,2.95
1837,Harbin,China,2.53
1838,Harbin,China,3.06
1839,Harbin,China,2.20
1840,Harbin,China,3.35
1841,Harbin,China,2.19
1842,Harbin,China,3.08
1843,Harbin,China,3.55
1844,Harbin,China,3.23
1845,Harbin,China,3.18
1846,Harbin,China,3.80
1847,Harbin,China,3.37
1848,Harbin,China,3.64
1849,Harbin,China,3.65
1850,Harbin,China,2.22
1851,Harbin,China,1.85
1852,Harbin,China,2.13
1853,Harbin,China,2.22
1854,Harbin,China,3.54
1855,Harbin,China,4.12
1856,Harbin,China,3.27
1857,Harbin,China,2.94
1858,Harbin,China,3.71
1859,Harbin,China,3.21
1860,Harbin,China,2.10
1861,Harbin,China,2.45
1862,Harbin,China,2.98
1863,Harbin,China,3.93
1864,Harbin,China,3.36
1865,Harbin,China,2.90
1866,Harbin,China,3.40
1867,Harbin,China,3.44
1868,Harbin,China,3.52
1869,Harbin,China,3.69
1870,Harbin,China,2.73
1871,Harbin,China,2.91
1872,Harbin,China,2.83
1873,Harbin,China,2.92
1874,Harbin,China,3.81
1875,Harbin,China,3.78
1876,Harbin,China,3.73
1877,Harbin,China,3.59
1878,Harbin,China,3.40
1879,Harbin,China,3.29
1880,Harbin,China,3.53
1881,Harbin,China,3.12
1882,Harbin,China,3.81
1883,Harbin,China,3.36
1884,Harbin,China,2.51
1885,Harbin,China,3.07
1886,Harbin,China,3.83
1887,Harbin,China,3.26
1888,Harbin,China,2.80
1889,Harbin,China,2.92
1890,Harbin,China,3.99
1891,Harbin,China,3.45
1892,Harbin,China,2.16
1893,Harbin,China,2.64
1894,Harbin,China,4.14
1895,Harbin,China,2.59
1896,Harbin,China,2.84
1897,Harbin,China,3.54
1898,Harbin,China,4.18
1899,Harbin,China,4.33
1900,Harbin,China,3.81
1901,Harbin,China,3.86
1902,Harbin,China,3.44
1903,Harbin,China,4.13
1904,Harbin,China,3.47
1905,Harbin,China,3.96
1906,Harbin,China,3.19
1907,Harbin,China,3.47
1908,Harbin,China,3.11
1909,Harbin,China,2.69
1910,Harbin,China,2.63
1911,Harbin,China,3.19
1912,Harbin,China,2.72
1913,Harbin,China,3.05
1914,Harbin,China,3.88
1915,Harbin,China,1.72
1916,Harbin,China,3.17
1917,Harbin,China,2.73
1918,Harbin,China,3.25
1919,Harbin,China,3.61
1920,Harbin,China,3.86
1921,Harbin,China,3.87
1922,Harbin,China,2.54
1923,Harbin,China,3.00
1924,Harbin,China,2.99
1925,Harbin,China,4.07
1926,Harbin,China,3.83
1927,Harbin,China,3.61
1928,Harbin,China,3.43
1929,Harbin,China,3.29
1930,Harbin,China,3.84
1931,Harbin,China,2.71
1932,Harbin,China,4.50
1933,Harbin,China,3.69
1934,Harbin,China,3.61
1935,Harbin,China,3.96
1936,Harbin,China,2.80
1937,Harbin,China,3.08
1938,Harbin,China,3.80
1939,Harbin,China,4.21
1940,Harbin,China,3.60
1941,Harbin,China,3.26
1942,Harbin,China,3.75
1943,Harbin,China,4.86
1944,Harbin,China,4.02
1945,Harbin,China,3.21
1946,Harbin,China,4.08
1947,Harbin,China,2.44
1948,Harbin,China,4.73
1949,Harbin,China,4.29
1950,Harbin,China,4.08
1951,Harbin,China,4.09
1952,Harbin,China,3.31
1953,Harbin,China,3.57
1954,Harbin,China,3.46
1955,Harbin,China,4.12
1956,Harbin,China,2.33
1957,Harbin,China,3.11
1958,Harbin,China,3.79
1959,Harbin,China,4.94
1960,Harbin,China,3.65
1961,Harbin,China,4.46
1962,Harbin,China,4.15
1963,Harbin,China,4.15
1964,Harbin,China,3.73
1965,Harbin,China,2.92
1966,Harbin,China,3.46
1967,Harbin,China,4.51
1968,Harbin,China,4.31
1969,Harbin,China,2.30
1970,Harbin,China,3.70
1971,Harbin,China,4.30
1972,Harbin,China,3.54
1973,Harbin,China,3.95
1974,Harbin,China,3.33
1975,Harbin,China,5.48
1976,Harbin,China,3.45
1977,Harbin,China,3.58
1978,Harbin,China,4.08
1979,Harbin,China,4.30
1980,Harbin,China,3.44
1981,Harbin,China,4.06
1982,Harbin,China,5.30
1983,Harbin,China,4.46
1984,Harbin,China,3.77
1985,Harbin,China,3.63
1986,Harbin,China,4.19
1987,Harbin,China,3.63
1988,Harbin,China,4.62
1989,Harbin,China,5.36
1990,Harbin,China,5.72
1991,Harbin,China,4.65
1992,Harbin,China,4.61
1993,Harbin,China,4.64
1994,Harbin,China,4.93
1995,Harbin,China,5.45
1996,Harbin,China,4.82
1997,Harbin,China,5.38
1998,Harbin,China,5.70
1999,Harbin,China,4.61
2000,Harbin,China,4.20
2001,Harbin,China,4.46
2002,Harbin,China,5.08
2003,Harbin,China,5.54
2004,Harbin,China,5.43
2005,Harbin,China,4.29
2006,Harbin,China,4.72
2007,Harbin,China,6.24
2008,Harbin,China,5.84
2009,Harbin,China,4.32
2010,Harbin,China,3.85
2011,Harbin,China,4.60
2012,Harbin,China,4.07
2013,Harbin,China,5.62
1841,Hefei,China,14.48
1842,Hefei,China,15.04
1843,Hefei,China,15.14
1844,Hefei,China,14.97
1845,Hefei,China,15.00
1846,Hefei,China,15.51
1847,Hefei,China,15.36
1848,Hefei,China,14.73
1849,Hefei,China,15.04
1850,Hefei,China,15.09
1851,Hefei,China,14.89
1852,Hefei,China,15.02
1853,Hefei,China,15.41
1854,Hefei,China,15.53
1855,Hefei,China,15.33
1856,Hefei,China,15.02
1857,Hefei,China,15.35
1858,Hefei,China,15.11
1859,Hefei,China,15.33
1860,Hefei,China,14.70
1861,Hefei,China,14.86
1862,Hefei,China,14.15
1863,Hefei,China,14.91
1864,Hefei,China,14.53
1865,Hefei,China,15.33
1866,Hefei,China,15.21
1867,Hefei,China,15.59
1868,Hefei,China,15.51
1869,Hefei,China,15.73
1870,Hefei,China,15.56
1871,Hefei,China,15.77
1872,Hefei,China,15.68
1873,Hefei,China,15.42
1874,Hefei,China,15.35
1875,Hefei,China,15.21
1876,Hefei,China,15.29
1877,Hefei,China,15.04
1878,Hefei,China,15.13
1879,Hefei,China,15.65
1880,Hefei,China,14.84
1881,Hefei,China,15.25
1882,Hefei,China,15.17
1883,Hefei,China,14.95
1884,Hefei,China,14.52
1885,Hefei,China,14.54
1886,Hefei,China,14.68
1887,Hefei,China,15.15
1888,Hefei,China,15.35
1889,Hefei,China,15.02
1890,Hefei,China,15.69
1891,Hefei,China,15.43
1892,Hefei,China,15.09
1893,Hefei,China,14.77
1894,Hefei,China,15.64
1895,Hefei,China,14.90
1896,Hefei,China,15.31
1897,Hefei,China,15.21
1898,Hefei,China,15.83
1899,Hefei,China,15.53
1900,Hefei,China,15.34
1901,Hefei,China,15.07
1902,Hefei,China,15.96
1903,Hefei,China,15.20
1904,Hefei,China,15.29
1905,Hefei,China,14.79
1906,Hefei,China,14.99
1907,Hefei,China,15.27
1908,Hefei,China,15.36
1909,Hefei,China,15.44
1910,Hefei,China,14.75
1911,Hefei,China,14.93
1912,Hefei,China,15.21
1913,Hefei,China,15.14
1914,Hefei,China,16.09
1915,Hefei,China,15.46
1916,Hefei,China,14.99
1917,Hefei,China,14.88
1918,Hefei,China,15.06
1919,Hefei,China,15.66
1920,Hefei,China,15.54
1921,Hefei,China,15.21
1922,Hefei,China,15.77
1923,Hefei,China,15.60
1924,Hefei,China,15.48
1925,Hefei,China,15.59
1926,Hefei,China,15.71
1927,Hefei,China,15.95
1928,Hefei,China,16.08
1929,Hefei,China,15.54
1930,Hefei,China,15.44
1931,Hefei,China,15.14
1932,Hefei,China,15.71
1933,Hefei,China,15.32
1934,Hefei,China,15.60
1935,Hefei,China,16.06
1936,Hefei,China,15.15
1937,Hefei,China,15.52
1938,Hefei,China,16.10
1939,Hefei,China,15.84
1940,Hefei,China,16.02
1941,Hefei,China,16.16
1942,Hefei,China,15.98
1943,Hefei,China,15.76
1944,Hefei,China,15.71
1945,Hefei,China,15.80
1946,Hefei,China,16.45
1947,Hefei,China,15.77
1948,Hefei,China,15.99
1949,Hefei,China,16.12
1950,Hefei,China,15.91
1951,Hefei,China,15.82
1952,Hefei,China,15.52
1953,Hefei,China,16.51
1954,Hefei,China,15.22
1955,Hefei,China,15.64
1956,Hefei,China,15.11
1957,Hefei,China,15.09
1958,Hefei,China,15.71
1959,Hefei,China,16.07
1960,Hefei,China,15.96
1961,Hefei,China,16.64
1962,Hefei,China,15.87
1963,Hefei,China,15.88
1964,Hefei,China,15.92
1965,Hefei,China,15.79
1966,Hefei,China,16.18
1967,Hefei,China,15.70
1968,Hefei,China,15.93
1969,Hefei,China,15.09
1970,Hefei,China,15.33
1971,Hefei,China,15.59
1972,Hefei,China,15.24
1973,Hefei,China,15.89
1974,Hefei,China,15.51
1975,Hefei,China,15.92
1976,Hefei,China,15.51
1977,Hefei,China,15.68
1978,Hefei,China,16.49
1979,Hefei,China,16.19
1980,Hefei,China,15.24
1981,Hefei,China,15.55
1982,Hefei,China,15.74
1983,Hefei,China,15.89
1984,Hefei,China,15.25
1985,Hefei,China,15.53
1986,Hefei,China,15.72
1987,Hefei,China,15.92
1988,Hefei,China,15.88
1989,Hefei,China,15.70
1990,Hefei,China,16.50
1991,Hefei,China,15.56
1992,Hefei,China,15.82
1993,Hefei,China,15.45
1994,Hefei,China,16.70
1995,Hefei,China,16.15
1996,Hefei,China,15.68
1997,Hefei,China,16.38
1998,Hefei,China,16.96
1999,Hefei,China,16.36
2000,Hefei,China,16.46
2001,Hefei,China,16.47
2002,Hefei,China,16.75
2003,Hefei,China,16.15
2004,Hefei,China,16.81
2005,Hefei,China,16.35
2006,Hefei,China,16.97
2007,Hefei,China,17.19
2008,Hefei,China,16.32
2009,Hefei,China,16.52
2010,Hefei,China,16.44
2011,Hefei,China,16.17
2012,Hefei,China,16.15
2013,Hefei,China,18.06
1829,Jilin,China,7.89
1830,Jilin,China,2.35
1831,Jilin,China,1.33
1832,Jilin,China,1.28
1833,Jilin,China,1.92
1834,Jilin,China,2.33
1835,Jilin,China,1.40
1836,Jilin,China,1.84
1837,Jilin,China,1.46
1838,Jilin,China,1.89
1839,Jilin,China,1.18
1840,Jilin,China,2.22
1841,Jilin,China,1.20
1842,Jilin,China,1.98
1843,Jilin,China,2.39
1844,Jilin,China,2.08
1845,Jilin,China,2.08
1846,Jilin,China,2.65
1847,Jilin,China,2.31
1848,Jilin,China,2.49
1849,Jilin,China,2.50
1850,Jilin,China,1.23
1851,Jilin,China,0.90
1852,Jilin,China,1.14
1853,Jilin,China,1.28
1854,Jilin,China,2.42
1855,Jilin,China,2.98
1856,Jilin,China,2.18
1857,Jilin,China,1.92
1858,Jilin,China,2.57
1859,Jilin,China,2.13
1860,Jilin,China,1.11
1861,Jilin,China,1.43
1862,Jilin,China,1.89
1863,Jilin,China,2.76
1864,Jilin,China,2.25
1865,Jilin,China,1.88
1866,Jilin,China,2.23
1867,Jilin,China,2.29
1868,Jilin,China,2.38
1869,Jilin,China,2.52
1870,Jilin,China,1.78
1871,Jilin,China,1.90
1872,Jilin,China,1.80
1873,Jilin,China,1.56
1874,Jilin,China,2.62
1875,Jilin,China,2.62
1876,Jilin,China,2.66
1877,Jilin,China,2.59
1878,Jilin,China,2.23
1879,Jilin,China,2.31
1880,Jilin,China,2.47
1881,Jilin,China,2.09
1882,Jilin,China,2.65
1883,Jilin,China,2.21
1884,Jilin,China,1.24
1885,Jilin,China,1.91
1886,Jilin,China,2.71
1887,Jilin,China,2.21
1888,Jilin,China,1.85
1889,Jilin,China,1.81
1890,Jilin,China,3.20
1891,Jilin,China,2.41
1892,Jilin,China,1.27
1893,Jilin,China,1.50
1894,Jilin,China,2.99
1895,Jilin,China,1.41
1896,Jilin,China,1.76
1897,Jilin,China,2.40
1898,Jilin,China,3.12
1899,Jilin,China,3.26
1900,Jilin,China,2.71
1901,Jilin,China,2.71
1902,Jilin,China,2.46
1903,Jilin,China,3.01
1904,Jilin,China,2.40
1905,Jilin,China,2.92
1906,Jilin,China,2.13
1907,Jilin,China,2.48
1908,Jilin,China,2.16
1909,Jilin,China,1.70
1910,Jilin,China,1.42
1911,Jilin,China,2.11
1912,Jilin,China,1.71
1913,Jilin,China,1.93
1914,Jilin,China,2.92
1915,Jilin,China,0.98
1916,Jilin,China,2.09
1917,Jilin,China,1.74
1918,Jilin,China,2.14
1919,Jilin,China,2.49
1920,Jilin,China,2.88
1921,Jilin,China,2.69
1922,Jilin,China,1.84
1923,Jilin,China,2.14
1924,Jilin,China,2.07
1925,Jilin,China,2.80
1926,Jilin,China,2.58
1927,Jilin,China,2.38
1928,Jilin,China,2.20
1929,Jilin,China,2.11
1930,Jilin,China,2.84
1931,Jilin,China,1.72
1932,Jilin,China,3.10
1933,Jilin,China,2.31
1934,Jilin,China,2.46
1935,Jilin,China,2.78
1936,Jilin,China,1.75
1937,Jilin,China,2.06
1938,Jilin,China,2.81
1939,Jilin,China,3.14
1940,Jilin,China,2.66
1941,Jilin,China,2.16
1942,Jilin,China,2.67
1943,Jilin,China,3.60
1944,Jilin,China,2.75
1945,Jilin,China,1.94
1946,Jilin,China,3.02
1947,Jilin,China,1.08
1948,Jilin,China,3.44
1949,Jilin,China,3.06
1950,Jilin,China,2.96
1951,Jilin,China,3.02
1952,Jilin,China,2.42
1953,Jilin,China,2.48
1954,Jilin,China,2.27
1955,Jilin,China,3.06
1956,Jilin,China,1.52
1957,Jilin,China,1.95
1958,Jilin,China,2.82
1959,Jilin,China,3.76
1960,Jilin,China,2.82
1961,Jilin,China,3.53
1962,Jilin,China,2.91
1963,Jilin,China,2.94
1964,Jilin,China,2.47
1965,Jilin,China,2.00
1966,Jilin,China,2.57
1967,Jilin,China,3.15
1968,Jilin,China,3.09
1969,Jilin,China,1.44
1970,Jilin,China,2.64
1971,Jilin,China,2.93
1972,Jilin,China,2.54
1973,Jilin,China,3.12
1974,Jilin,China,2.46
1975,Jilin,China,4.05
1976,Jilin,China,2.20
1977,Jilin,China,2.74
1978,Jilin,China,2.94
1979,Jilin,China,3.20
1980,Jilin,China,2.33
1981,Jilin,China,2.83
1982,Jilin,China,3.98
1983,Jilin,China,3.32
1984,Jilin,China,2.63
1985,Jilin,China,2.59
1986,Jilin,China,2.77
1987,Jilin,China,2.69
1988,Jilin,China,3.42
1989,Jilin,China,4.21
1990,Jilin,China,4.41
1991,Jilin,China,3.32
1992,Jilin,China,3.51
1993,Jilin,China,3.31
1994,Jilin,China,3.89
1995,Jilin,China,4.03
1996,Jilin,China,3.50
1997,Jilin,China,4.00
1998,Jilin,China,4.75
1999,Jilin,China,3.70
2000,Jilin,China,3.04
2001,Jilin,China,3.37
2002,Jilin,China,3.97
2003,Jilin,China,4.33
2004,Jilin,China,4.32
2005,Jilin,China,3.14
2006,Jilin,China,3.77
2007,Jilin,China,4.88
2008,Jilin,China,4.63
2009,Jilin,China,3.33
2010,Jilin,China,2.95
2011,Jilin,China,3.39
2012,Jilin,China,2.91
2013,Jilin,China,4.64
1840,Jinan,China,12.51
1841,Jinan,China,11.67
1842,Jinan,China,12.54
1843,Jinan,China,12.66
1844,Jinan,China,12.65
1845,Jinan,China,12.62
1846,Jinan,China,13.10
1847,Jinan,China,13.03
1848,Jinan,China,12.55
1849,Jinan,China,12.67
1850,Jinan,China,12.21
1851,Jinan,China,11.96
1852,Jinan,China,12.13
1853,Jinan,China,12.49
1854,Jinan,China,12.92
1855,Jinan,China,12.98
1856,Jinan,China,12.63
1857,Jinan,China,12.69
1858,Jinan,China,12.77
1859,Jinan,China,12.94
1860,Jinan,China,11.87
1861,Jinan,China,12.19
1862,Jinan,China,11.78
1863,Jinan,China,12.79
1864,Jinan,China,12.13
1865,Jinan,China,12.65
1866,Jinan,China,12.73
1867,Jinan,China,13.16
1868,Jinan,China,12.92
1869,Jinan,China,13.32
1870,Jinan,China,12.85
1871,Jinan,China,13.02
1872,Jinan,China,12.89
1873,Jinan,China,12.91
1874,Jinan,China,12.92
1875,Jinan,China,12.83
1876,Jinan,China,13.21
1877,Jinan,China,12.51
1878,Jinan,China,12.61
1879,Jinan,China,12.96
1880,Jinan,China,12.37
1881,Jinan,China,12.68
1882,Jinan,China,12.88
1883,Jinan,China,12.49
1884,Jinan,China,12.00
1885,Jinan,China,12.13
1886,Jinan,China,12.40
1887,Jinan,China,12.55
1888,Jinan,China,12.58
1889,Jinan,China,12.32
1890,Jinan,China,13.25
1891,Jinan,China,13.03
1892,Jinan,China,12.51
1893,Jinan,China,12.19
1894,Jinan,China,13.37
1895,Jinan,China,12.18
1896,Jinan,China,12.67
1897,Jinan,China,12.66
1898,Jinan,China,13.65
1899,Jinan,China,13.54
1900,Jinan,China,12.98
1901,Jinan,China,12.69
1902,Jinan,China,13.68
1903,Jinan,China,13.10
1904,Jinan,China,12.96
1905,Jinan,China,12.51
1906,Jinan,China,12.46
1907,Jinan,China,12.87
1908,Jinan,China,12.66
1909,Jinan,China,12.70
1910,Jinan,China,12.24
1911,Jinan,China,12.21
1912,Jinan,China,12.42
1913,Jinan,China,12.50
1914,Jinan,China,13.47
1915,Jinan,China,12.62
1916,Jinan,China,12.50
1917,Jinan,China,12.17
1918,Jinan,China,12.51
1919,Jinan,China,13.34
1920,Jinan,China,13.44
1921,Jinan,China,12.54
1922,Jinan,China,13.20
1923,Jinan,China,12.69
1924,Jinan,China,13.05
1925,Jinan,China,12.92
1926,Jinan,China,13.15
1927,Jinan,China,13.36
1928,Jinan,China,13.33
1929,Jinan,China,13.11
1930,Jinan,China,13.08
1931,Jinan,China,12.73
1932,Jinan,China,13.35
1933,Jinan,China,12.70
1934,Jinan,China,12.58
1935,Jinan,China,13.59
1936,Jinan,China,12.26
1937,Jinan,China,12.96
1938,Jinan,China,13.54
1939,Jinan,China,13.63
1940,Jinan,China,13.52
1941,Jinan,China,13.84
1942,Jinan,China,13.52
1943,Jinan,China,13.42
1944,Jinan,China,13.07
1945,Jinan,China,13.27
1946,Jinan,China,13.78
1947,Jinan,China,12.54
1948,Jinan,China,13.84
1949,Jinan,China,13.74
1950,Jinan,China,13.33
1951,Jinan,China,13.34
1952,Jinan,China,13.02
1953,Jinan,China,13.69
1954,Jinan,China,12.72
1955,Jinan,China,13.51
1956,Jinan,China,12.32
1957,Jinan,China,12.52
1958,Jinan,China,13.31
1959,Jinan,China,13.71
1960,Jinan,China,13.63
1961,Jinan,China,14.14
1962,Jinan,China,13.33
1963,Jinan,China,13.01
1964,Jinan,China,12.84
1965,Jinan,China,13.56
1966,Jinan,China,13.61
1967,Jinan,China,13.18
1968,Jinan,China,13.50
1969,Jinan,China,12.27
1970,Jinan,China,12.93
1971,Jinan,China,13.00
1972,Jinan,China,12.89
1973,Jinan,China,13.44
1974,Jinan,China,12.99
1975,Jinan,China,13.71
1976,Jinan,China,12.72
1977,Jinan,China,13.72
1978,Jinan,China,13.90
1979,Jinan,China,13.47
1980,Jinan,China,12.83
1981,Jinan,China,13.38
1982,Jinan,China,13.73
1983,Jinan,China,13.82
1984,Jinan,China,12.70
1985,Jinan,China,12.82
1986,Jinan,China,13.25
1987,Jinan,China,13.66
1988,Jinan,China,13.52
1989,Jinan,China,13.87
1990,Jinan,China,13.88
1991,Jinan,China,13.36
1992,Jinan,China,13.52
1993,Jinan,China,13.35
1994,Jinan,China,14.46
1995,Jinan,China,13.84
1996,Jinan,China,13.41
1997,Jinan,China,14.21
1998,Jinan,China,14.68
1999,Jinan,China,14.45
2000,Jinan,China,14.07
2001,Jinan,China,14.09
2002,Jinan,China,14.61
2003,Jinan,China,13.57
2004,Jinan,China,14.37
2005,Jinan,China,13.83
2006,Jinan,China,14.73
2007,Jinan,China,14.65
2008,Jinan,China,13.98
2009,Jinan,China,14.20
2010,Jinan,China,13.77
2011,Jinan,China,13.60
2012,Jinan,China,13.72
2013,Jinan,China,15.43
1816,Kunming,China,14.15
1817,Kunming,China,13.13
1818,Kunming,China,13.81
1819,Kunming,China,13.15
1820,Kunming,China,14.11
1821,Kunming,China,14.14
1822,Kunming,China,14.29
1823,Kunming,China,14.37
1824,Kunming,China,
1825,Kunming,China,
1826,Kunming,China,
1827,Kunming,China,
1828,Kunming,China,
1829,Kunming,China,
1830,Kunming,China,
1831,Kunming,China,
1832,Kunming,China,
1833,Kunming,China,14.14
1834,Kunming,China,14.11
1835,Kunming,China,13.14
1836,Kunming,China,13.51
